Category,Model Name,Asset Name,Location,Due Date / Issued,Calib Due/ Done Date,Atch,Parent Asset,Options
Tools,1/2 -13 Totem UNC HSS Tap,(792) 1/2 -13 Totem UNC HSS Tap-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,TAP HSS 3/4 14 NPSM,(793) TAP HSS 3/4 14 NPSM,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Hexagon Copper for EDM Spark,"(794) L-29mm, dia-8.9mm",Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(795) Go 14.23 NoGo 14.22,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Adjustable Snap Gauge,(796) Go 57 NoGo 63,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Dial Gauge Stand,(797) Magnetic dial gauge stand,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Allen Key,(798) T/P Inches Allen Key Set,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 19.3x4.65,(799) Copper Electrode Dia 19.3x4.65-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 19.3x4.65,(800) Copper Electrode Dia 19.3x4.65-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 19.3x4.65,(801) Copper Electrode Dia 19.3x4.65-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 19.3x4.65,(802) Copper Electrode Dia 19.3x4.65-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 19.3x4.65,(803) Copper Electrode Dia 19.3x4.65-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,(804) Lenovo-ThinkPad-LT495-2411002,CO-shyam,2026-12-31 11:00:57~2026-04-16 11:00:57,01-01-2000~01-01-2000,,null,
Fixtures,"Fixture for Split Flange 9.88OD - Colar, Housing","(805) Fixture for Split Flange 9.88OD - Colar, Housing",CO-Enterprise Engineering Works,2026-05-30 14:38:37~2026-05-11 14:38:37,01-01-2000~01-01-2000,,null,
Machines,Okamoto Surface Grinding Machine,(806) Okamoto Surface Grinding Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,ThermoMeter-50-58 300degree c -572deg F,(807) Thermo Meter-50-58 300degree c -572deg F,Magdyn,null,01-01-2000~01-01-2000,,null,
Machines,Kondo Cylindrical Grinding Mc,(808) Kondo Cylindrical Grinding Mc,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Plier,(809) Taparia Long Nose Cutting Plier-1420-6 165mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Glass Breaking Plier,(810) 8inch Glass Breaking Plier,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Collett,(811) Collet ER32 7-8,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,HSS End Mill Cutter,(812) 8mm HSS End Mill Cutter-length 83mm-Flute 38mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(813) 08 IR 1.50 ISO CC7020 Insert-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(814) 08 IR 1.50 ISO CC7020 Insert-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Air Chamfering Machine,(815) AT-182Air Chamfering Machine,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,M5x0.8 HSS Totem Tap set,(816) M5x0.8 HSS Totem Tap set,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Plug Gauge,(817) M5X0.8 6H Baker Thread Plug Gauge-1,CO-VY Industries,2026-05-11 14:55:48~2026-04-30 14:55:48,01-01-2000~01-01-2000,,null,
Insert,Insert,(818) 08 IR 1.50 ISO CC7020 Insert-3,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(819) 8mm End Mill Cutter 100mm Length Flute Length-40mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Container 20GP,(820) 20ftX8ftX8FT-WHLU0367213,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Taper Splice Box Template Gauge,(821) Part OD size-164.97,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Taper Splice Box Template Gauge,(822) Part OD size-164.59,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Taper Splice Box Template Gauge,(823) Part OD size-164.21,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,M4x0.7 HSS Totem Tap set,(824) M4x0.7 HSS Totem Tap set,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,YP M35 3.3mm Drill,(825) YP M35 3.3mm Drill,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(826) KAR TDJ 3 PA315-3mm Grooving Insert-1,CO-Rajeev,2026-12-31 12:14:17~2026-04-29 12:14:17,01-01-2000~01-01-2000,,null,
Insert,Insert,(827) KAR TDJ 3 PA315-3mm Grooving Insert-2,CO-Rajeev,2026-12-31 12:14:51~2026-04-29 12:14:51,01-01-2000~01-01-2000,,null,
Insert,Insert,(828) KAR TDJ 3 PA315-3mm Grooving Insert-3,CO-Rajeev,2026-12-31 12:15:13~2026-04-29 12:15:13,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,"(829) HP CPU @2.50 GHz, 8GB Ram, 238GB SSD",CO-shyam,2026-12-31 11:08:32~2026-04-16 11:08:32,01-01-2000~01-01-2000,,null,
Office Assets,Laptop,"(830) Lenovo-ThinkPad-L480, CPU@1.70GHz, 16.0GB Ram",CO-VSM,2026-12-31 12:40:38~2026-04-16 12:40:38,01-01-2000~01-01-2000,,null,
Fixtures,Counter Housing Mounting Hole Fixture,(831) Counter Housing Mounting Hole Fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Try Square,(832) 6inch Try Square,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Try Square,(833) 12inch Try Square,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring Tape,(834) Matrix-Steel 19x1mm-5Mtrs,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring Tape,(835) Freemans-25mm-7.5Mtrs,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Measuring Tape,(836) Freemans-13mm-15Mtrs,Magdyn,null,01-01-2000~01-01-2000,,null,
Dies_Tools,3X4 Basket OTR,"(837) Top Ring Bottom Cup Die Mount,Ejector Pad, Pin",Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode,(838) Copper Electrode Dia 20x62x72,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode Dia 60x50,(839) Copper Electrode Dia 60x50,Magdyn,null,01-01-2000~01-01-2000,,null,
Fixtures,Cam-Hole checking fixture,(840) Cam-Hole checking fixture,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Cutting Plier,(841) Cutting Plier-1621-8-210mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Fly Cutter,(842) Fly Cutter 32mm dia with Insert,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Fly Cutter,(843) Fly Cutter 50mm dia with Insert,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(844) 3mm Grooving Insert-4,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(845) 3mm Grooving Insert-5,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(846) 3mm Grooving Insert-6,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Thread Plug Gauge,(847) M5X0.8 6H Baker Thread Plug Gauge-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Lathe Tool,Collett,(848) ER40 32mm Collet,Magdyn,null,01-01-2000~01-01-2000,,null,
Office Assets,Container 20GP,(849) 20ftX8ftX8FT-GLDU9488160,Magdyn,null,01-01-2000~01-01-2000,,null,
Machine Parts,Flow Meter,(850) WEDM-Water L/min-Type-9031-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Machine Parts,Flow Meter,(851) WEDM-Water L/min-Type-9031-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Rotor 3inch mdl 31 Template,(852) Template for check hole-dia 2.xx,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(853) 163515 Rev.G-Radius-146.685mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(854) 163515 Rev.G-Radius-147.066mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(855) 163515 Rev.G-Radius-147.44mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(856) 163515 Rev.G-Radius-174.538,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(857) 163515 Rev.G-Radius-174.625,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Spacer Arc Template,(858) 163515 Rev.G-Radius-175.006mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Clamp Band Locking Bolt with Split Spacer,(859) P4000133300 Rev.A,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Clamp Band Locking Bolt with Split Spacer,(860) P4000133301 Rev.A,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Copper Electrode,(861) Copper Electrode L100xW75xH20,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(862) Center Disc Hole-PP4927-PP4929-Dia 9.510/9.540,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(863) S Block Hole-3.220/3.260,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(864) CRM 16 ER 2.0 ISO CP2430 Threading Insert-1,Magdyn,null,01-01-2000~01-01-2000,,null,
Insert,Insert,(865) CRM 16 ER 2.0 ISO CP2430 Threading Insert-2,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Spirit Level,(866) Spirit Level-300mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(867) SS Balls-3mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(868) SS Balls-4mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(869) SS Balls-5mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(870) SS Balls-6mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(871) SS Balls-8mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(872) SS Balls-10mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(873) SS Balls-12mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(874) SS Balls-16mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(875) SS Balls-18mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(876) SS Balls-20mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(877) SS Balls-24mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,SS Balls,(878) SS Balls-30mm,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Ring Gauge,(879) Go-102.823 dia - Nogo-102.667 dia,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plug Gauge,(880) Go-82.158 dia - NoGo-82.367dia,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,P1000027575/27576 Rev.C Laser Blank ID Template,(881) P1000027575/27576 Rev.C Laser Blank ID Template,Magdyn,null,01-01-2000~01-01-2000,,null,
Tools,Carbide End Mill Cutter,(882) Ball Nose Carbide End Mill-10mm,CO-Rajeev,2026-12-31 10:29:00~2026-05-22 10:29:00,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(883) Unik-PP4986-PP4988-4.900-4.970,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(884) Center Disc Hole-PP4928-PP4930-Dia 9.510/9.540,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(885) Cover Hole-PP4923-PP4925-Dia 9.550/9.560,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(886) Unik Case Bore-PP4982/PP4984-4.815/4.835,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(887) Unik Adj Screw Grove-PP4995-PP4997 Dia 4.780/4.820,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(888) Arm Crank Hole-PP4931-PP4933-Dia 14.294-14.320,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(889) Unik-PP4987-PP4989 Dia 4.900-4.970,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(890) Slide Block Hole-PP4998-PP5000 dia 3.220-3.260,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(891) Unik Case Bore-dia 4.815-4.835,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(892) Unik Adj Screw Grove-PP4994-PP4996 Dia 4.780/4.820,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Plain Plug Gauge,(893) Unik Dia 7.936-7.940,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Bore Micro Meter,(894) Mitutoyo-Bore Micro Meter,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Dial Gauge,(895) Baker-0.001-1mm-F1589,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Micrometer Head,(896) Micrometer Head-141-101 IMS-50,Magdyn,null,01-01-2000~01-01-2000,,null,
Gauges,Analog Hydraulic Pressure Gauge,(897) Mass-Analog Hydraulic Pressure Gauge-0-6000kg,Magdyn,null,01-01-2000~01-01-2000,,null,
Measuring Instruments,Digital Micro Indicator,(898) Digital Micro Indicator-1929048,Magdyn,null,01-01-2000~01-01-2000,,null,
